titleId	ordering	title	region	language	types	attributes	isOriginalTitle
tt0059883	1	Le voci bianche	\N	\N	original	\N	1
tt0059883	10	White Voices	US	\N	\N	new title	0
tt0059883	11	White Voies	XWW	en	\N	literal English title	0
tt0059883	2	Le voci bianche	EC	\N	imdbDisplay	\N	0
tt0059883	3	Le voci bianche	IT	\N	imdbDisplay	\N	0
tt0059883	4	Counter Tenors	\N	\N	\N	\N	0
tt0059883	5	Głos na sprzedaż	PL	\N	imdbDisplay	\N	0
tt0059883	6	Helle Stimmen	XWG	\N	\N	\N	0
tt0059883	7	Joven, guapo y con voz de soprano	ES	\N	\N	\N	0
tt0059883	8	Le sexe des anges	FR	\N	\N	\N	0
tt0059883	9	Os Castrados	BR	\N	imdbDisplay	\N	0
tt0060897	1	Return of the Seven	\N	\N	original	\N	1
tt0060897	10	Return of the Seven	ZA	en	imdbDisplay	\N	0
tt0060897	11	El regreso de los siete	AR	\N	imdbDisplay	\N	0
tt0060897	12	El regreso de los siete	CO	\N	\N	original subtitled version	0
tt0060897	13	El regreso de los siete	UY	\N	\N	original subtitled version	0
tt0060897	14	Le retour des sept	BE	fr	imdbDisplay	\N	0
tt0060897	15	Le retour des sept	CA	fr	imdbDisplay	\N	0
tt0060897	16	Le retour des sept	FR	\N	\N	\N	0
tt0060897	17	Povratak sedmorice veličanstvenih	RS	\N	imdbDisplay	\N	0
tt0060897	18	Povratak sedmorice veličanstvenih	XYU	hr	imdbDisplay	\N	0
tt0060897	19	Povratak sedmorice veličanstvenih	XYU	sr	imdbDisplay	\N	0
tt0060897	2	Return of the Seven	AU	\N	imdbDisplay	\N	0
tt0060897	20	Return of the Magnificent Seven	CA	en	imdbDisplay	\N	0
tt0060897	21	Return of the Magnificent Seven	US	\N	alternative	\N	0
tt0060897	22	Return of the Magnificent Seven	XWW	en	alternative	\N	0
tt0060897	23	El regreso de los siete magníficos	ES	\N	imdbDisplay	\N	0
tt0060897	24	El regreso de los siete magníficos	MX	\N	imdbDisplay	\N	0
tt0060897	25	Terugkeer der zeven	BE	qbn	imdbDisplay	\N	0
tt0060897	26	Terugkeer der zeven	NL	\N	imdbDisplay	\N	0
tt0060897	27	Vrnitev sedmerice veličastnih	SI	\N	imdbDisplay	\N	0
tt0060897	28	Vrnitev sedmerice veličastnih	XYU	sl	imdbDisplay	\N	0
tt0060897	29	7 rohkean paluu	FI	\N	\N	\N	0
tt0060897	3	Return of the Seven	EC	\N	imdbDisplay	\N	0
tt0060897	30	7 silâhşörün dönüşü	TR	tr	imdbDisplay	\N	0
tt0060897	31	A hét bátor mindig győz	HU	\N	alternative	\N	0
tt0060897	32	A hét mesterlövész visszatér	HU	\N	imdbDisplay	\N	0
tt0060897	33	A Volta dos Sete Homens	BR	\N	imdbDisplay	\N	0
tt0060897	34	A Volta dos Sete Magníficos	BR	\N	\N	reissue title	0
tt0060897	35	Cei sapte magnifici 2	RO	\N	alternative	\N	0
tt0060897	36	Die Rückkehr der glorreichen Sieben	XWG	\N	\N	\N	0
tt0060897	37	El retorn dels set magnífics	ES	eu	imdbDisplay	\N	0
tt0060897	38	Il ritorno dei magnifici sette	IT	\N	\N	\N	0
tt0060897	39	Întoarcerea celor șapte magnifici	RO	\N	imdbDisplay	\N	0
tt0060897	4	Return of the Seven	GB	\N	imdbDisplay	\N	0
tt0060897	40	Le retour des 7	FR	\N	\N	poster title	0
tt0060897	41	Návrat sedmi statečných	CZ	\N	imdbDisplay	\N	0
tt0060897	42	O Regresso dos 7 Magníficos	PT	\N	imdbDisplay	\N	0
tt0060897	43	Povratak sedmorice veličanstvenih/Povratak sedmorice	HR	\N	imdbDisplay	\N	0
tt0060897	44	Powrót siedmiu wspaniałych	PL	\N	imdbDisplay	\N	0
tt0060897	45	Sete Homens E um Destino II	BR	\N	\N	reissue title	0
tt0060897	46	Sju kommer tillbaka	SE	\N	\N	\N	0
tt0060897	47	Syv mænd vender tilbage	DK	\N	\N	\N	0
tt0060897	48	Syv uovervinnelige kommer igjen	NO	\N	imdbDisplay	\N	0
tt0060897	49	Οι 7 υπέροχοι επιστρέφουν	GR	\N	imdbDisplay	\N	0
tt0060897	5	Return of the Seven	IE	en	imdbDisplay	\N	0
tt0060897	50	Возвращение великолепной семерки	SUHH	ru	imdbDisplay	\N	0
tt0060897	51	Завръщането на великолепната седморка	BG	bg	imdbDisplay	\N	0
tt0060897	52	돌아온 황야의 7인	KR	\N	imdbDisplay	\N	0
tt0060897	53	続・荒野の七人	JP	ja	imdbDisplay	\N	0
tt0060897	6	Return of the Seven	IN	en	imdbDisplay	\N	0
tt0060897	7	Return of the Seven	JP	en	imdbDisplay	\N	0
tt0060897	8	Return of the Seven	NZ	en	imdbDisplay	\N	0
tt0060897	9	Return of the Seven	US	\N	imdbDisplay	\N	0
tt0067065	1	Escape from the Planet of the Apes	\N	\N	original	\N	1
tt0067065	10	Escape del planeta de los simios	MX	\N	imdbDisplay	\N	0
tt0067065	11	Escape del planeta de los simios	UY	\N	\N	original subtitled version	0
tt0067065	12	Escape del planeta de los simios	VE	\N	imdbDisplay	\N	0
tt0067065	13	Flucht vom Planet der Affen	DE	\N	imdbDisplay	\N	0
tt0067065	14	Flucht vom Planet der Affen	XWG	\N	imdbDisplay	\N	0
tt0067065	15	Flykten från apornas planet	FI	sv	imdbDisplay	\N	0
tt0067065	16	Flykten från apornas planet	SE	\N	imdbDisplay	\N	0
tt0067065	17	Fuga do Planeta dos Macacos	BR	\N	imdbDisplay	\N	0
tt0067065	18	Fuga do Planeta dos Macacos	PT	\N	imdbDisplay	\N	0
tt0067065	19	Útek z planéty opíc	CSHH	sk	imdbDisplay	\N	0
tt0067065	2	Escape from the Planet of the Apes	AU	\N	imdbDisplay	\N	0
tt0067065	20	Útek z planéty opíc	SK	\N	imdbDisplay	\N	0
tt0067065	21	A majmok bolygója III. - A menekülés	HU	\N	imdbDisplay	\N	0
tt0067065	22	Apodrasi ap' ton planiti ton pithikon	GR	\N	\N	transliterated title	0
tt0067065	23	Back from the Planet of the Apes	IE	en	\N	review title	0
tt0067065	24	Bijeg s planeta majmuna	HR	\N	imdbDisplay	\N	0
tt0067065	25	Evadare de pe planeta maimutelor	RO	\N	imdbDisplay	\N	0
tt0067065	26	Farar az sayyare vahshiha	IR	fa	imdbDisplay	\N	0
tt0067065	27	Flukten fra Apeplaneten	NO	\N	imdbDisplay	\N	0
tt0067065	28	Fuga dal pianeta delle scimmie	IT	\N	imdbDisplay	\N	0
tt0067065	29	Huida del planeta de los simios	ES	\N	imdbDisplay	\N	0
tt0067065	3	Escape from the Planet of the Apes	CA	en	imdbDisplay	\N	0
tt0067065	30	Les évadés de la planète des singes	CA	fr	imdbDisplay	\N	0
tt0067065	31	Les Évadés de la planète des singes	FR	\N	imdbDisplay	\N	0
tt0067065	32	Maymunlar Cehenneminden Kaçış	TR	tr	imdbDisplay	\N	0
tt0067065	33	Pako apinoiden planeetalta	FI	\N	imdbDisplay	\N	0
tt0067065	34	Secret of the Planet of the Apes	US	\N	working	\N	0
tt0067065	35	Shin saru no wakusei	JP	\N	imdbDisplay	\N	0
tt0067065	36	Thoát Khỏi Hành Tinh Khỉ	VN	\N	imdbDisplay	\N	0
tt0067065	37	Truslen fra abernes planet	DK	\N	imdbDisplay	\N	0
tt0067065	38	Ucieczka z planety małp	PL	\N	imdbDisplay	\N	0
tt0067065	39	Απόδραση απ' τον πλανήτη των πιθήκων	GR	\N	imdbDisplay	\N	0
tt0067065	4	Escape from the Planet of the Apes	EC	\N	imdbDisplay	\N	0
tt0067065	40	Бегство с планеты обезьян	SUHH	ru	imdbDisplay	\N	0
tt0067065	41	Бекство са планете мајмуна	RS	\N	imdbDisplay	\N	0
tt0067065	42	Бягство от планетата на маймуните	BG	bg	imdbDisplay	\N	0
tt0067065	43	Утеча з планети мавп	UA	\N	imdbDisplay	\N	0
tt0067065	44	वानर के ग्रह से बच	IN	hi	imdbDisplay	\N	0
tt0067065	45	新・猿の惑星	JP	ja	imdbDisplay	\N	0
tt0067065	5	Escape from the Planet of the Apes	GB	\N	imdbDisplay	\N	0
tt0067065	6	Escape from the Planet of the Apes	IN	en	imdbDisplay	\N	0
tt0067065	7	Escape from the Planet of the Apes	PH	en	imdbDisplay	\N	0
tt0067065	8	Escape from the Planet of the Apes	US	\N	imdbDisplay	\N	0
tt0067065	9	Escape del planeta de los simios	AR	\N	imdbDisplay	\N	0
tt0069752	1	Baba	\N	\N	original	\N	1
tt0069752	2	The Father	GB	\N	imdbDisplay	\N	0
tt0069752	3	The Father	US	\N	imdbDisplay	\N	0
tt0069752	4	The Father	XWW	en	imdbDisplay	\N	0
tt0069752	5	O pateras	GR	\N	\N	transliterated title	0
tt0069752	6	Ojciec	PL	\N	imdbDisplay	\N	0
tt0069752	7	Отец	SUHH	ru	imdbDisplay	\N	0
tt0069752	8	Baba	TR	\N	\N	\N	0
tt0075054	1	Per amore	\N	\N	original	\N	1
tt0075054	2	For Love	\N	\N	\N	\N	0
tt0075054	3	Fthinoporini synantisi	GR	\N	\N	transliterated title	0
tt0075054	4	Já Não Há Estrelas no Céu	PT	\N	imdbDisplay	\N	0
tt0075054	5	Per amore	IT	\N	imdbDisplay	\N	0
tt0075054	6	Por amor	VE	\N	\N	\N	0
tt0078765	1	The American Success Company	\N	\N	original	\N	1
tt0078765	10	American Success	XWW	en	alternative	\N	0
tt0078765	11	The American Success Company	KR	\N	imdbDisplay	\N	0
tt0078765	12	The American Success Company	PH	en	imdbDisplay	\N	0
tt0078765	13	The American Success Company	SG	en	imdbDisplay	\N	0
tt0078765	14	American $uccess Company	US	\N	\N	informal short title	0
tt0078765	15	American $uccess Company	XWW	en	\N	informal short title	0
tt0078765	16	Good as Gold	US	\N	video	\N	0
tt0078765	17	Good as Gold	XWW	en	\N	bootleg title	0
tt0078765	18	The American $uccess Company	US	\N	\N	poster title	0
tt0078765	19	The American $uccess Company	XWW	en	\N	alternative spelling	0
tt0078765	2	Success	AU	\N	\N	video box title	0
tt0078765	20	The Ringer	\N	\N	\N	\N	0
tt0078765	21	The Ringer	XWW	en	\N	bootleg title	0
tt0078765	22	American $uccess	GB	\N	\N	video box title	0
tt0078765	23	American Success Company	XWW	en	\N	informal short title	0
tt0078765	24	Amsucco	XWW	en	alternative	\N	0
tt0078765	25	AmSucCo	XWW	en	alternative	\N	0
tt0078765	26	Der Ringer	XWG	\N	\N	\N	0
tt0078765	27	El triunfador	ES	\N	imdbDisplay	\N	0
tt0078765	28	Jetzt komme ich	XWG	\N	\N	\N	0
tt0078765	29	The American Success Company	US	\N	\N	\N	0
tt0078765	3	Success	FI	\N	\N	video box title	0
tt0078765	4	Success	GB	\N	video	\N	0
tt0078765	5	Success	SE	\N	video	\N	0
tt0078765	6	Success	US	\N	\N	recut version	0
tt0078765	7	Success	XWW	en	alternative	\N	0
tt0078765	8	American Success	FR	\N	imdbDisplay	\N	0
tt0078765	9	American Success	GB	\N	\N	video box title	0
tt0083464	1	The Phoenix	\N	\N	original	\N	1
tt0083464	10	La Fenice	IT	\N	\N	\N	0
tt0083464	11	Le Phénix	FR	\N	imdbDisplay	\N	0
tt0083464	2	The Phoenix	CA	en	imdbDisplay	\N	0
tt0083464	3	The Phoenix	CA	fr	imdbDisplay	\N	0
tt0083464	4	The Phoenix	EC	\N	imdbDisplay	\N	0
tt0083464	5	The Phoenix	GB	\N	imdbDisplay	\N	0
tt0083464	6	The Phoenix	SG	en	imdbDisplay	\N	0
tt0083464	7	The Phoenix	US	\N	imdbDisplay	\N	0
tt0083464	8	El Fénix, un dios revivido	ES	\N	imdbDisplay	\N	0
tt0083464	9	Foinix	GR	\N	video	\N	0
tt0083829	1	Diary of a Window	\N	\N	original	\N	1
tt0083829	2	Diary of a Window	EG	\N	\N	\N	0
tt0084219	1	Die Komplizen	\N	\N	original	\N	1
tt0084219	2	Die Komplizen	XWG	\N	imdbDisplay	\N	0
tt0084219	3	Les complices	FR	\N	imdbDisplay	\N	0
tt0084219	4	Mardrömsfärden	SE	\N	imdbDisplay	\N	0
tt0084219	5	Сообщники	SUHH	ru	imdbDisplay	\N	0
tt0084769	1	Kindergeld	\N	\N	original	\N	1
tt0084769	2	Kindergeld	XWG	\N	\N	\N	0
tt0094045	1	Storme: Lady of the Jewel Box	\N	\N	original	\N	1
tt0094045	2	Storme: Lady of the Jewel Box	GB	\N	imdbDisplay	\N	0
tt0094045	3	Storme: Lady of the Jewel Box	US	\N	imdbDisplay	\N	0
tt0098516	1	Trois pommes à côté du sommeil	\N	\N	original	\N	1
tt0098516	2	Drei Äpfel am Rande des Traumes	XWG	\N	\N	\N	0
tt0098516	3	Lessons on Life	\N	\N	\N	\N	0
tt0098516	4	Trois pommes à côté du sommeil	FR	\N	imdbDisplay	\N	0
tt0098516	5	Trois pommes à côté du sommeil	CA	\N	\N	\N	0
tt0098901	1	S*M*A*S*H	\N	\N	original	\N	1
tt0098901	2	S*M*A*S*H	SE	\N	imdbDisplay	\N	0
tt0098901	3	Smash	SE	\N	\N	alternative spelling	0
tt0100152	1	Mindwarp	\N	\N	original	\N	1
tt0100152	10	Dream System	FR	\N	video	\N	0
tt0100152	11	Esprits Hors Contrôle	CA	fr	imdbDisplay	\N	0
tt0100152	12	Mentes retorcidas	MX	\N	imdbDisplay	\N	0
tt0100152	13	Mindwarp - Futuro virtuale	IT	\N	imdbDisplay	\N	0
tt0100152	14	Odisea en el tiempo	ES	\N	imdbDisplay	\N	0
tt0100152	15	Pesadelo Futuro	BR	\N	imdbDisplay	\N	0
tt0100152	16	Umysł poza kontrolą	PL	\N	imdbDisplay	\N	0
tt0100152	17	Απόδραση από το μέλλον	GR	\N	imdbDisplay	\N	0
tt0100152	18	Помутнение разума	RU	\N	imdbDisplay	\N	0
tt0100152	2	Mindwarp	AU	\N	imdbDisplay	\N	0
tt0100152	3	Mindwarp	CA	en	imdbDisplay	\N	0
tt0100152	4	Mindwarp	GB	\N	imdbDisplay	\N	0
tt0100152	5	Mindwarp	JP	ja	imdbDisplay	\N	0
tt0100152	6	Mindwarp	US	\N	imdbDisplay	\N	0
tt0100152	7	Brain Slasher	DE	\N	imdbDisplay	\N	0
tt0100152	8	Brain Slasher	XWW	en	\N	\N	0
tt0100152	9	Agyvadászok	HU	\N	imdbDisplay	\N	0
tt0101806	1	Elsa	\N	\N	original	\N	1
tt0101806	2	Elsa	DE	\N	imdbDisplay	\N	0
tt0101806	3	Elsa	HU	\N	imdbDisplay	\N	0
tt0106802	1	Der Elfenbeinturm	\N	\N	original	\N	1
tt0106802	2	Der Elfenbeinturm	DE	\N	imdbDisplay	\N	0
tt0106802	3	The Ivory Tower	\N	\N	\N	\N	0
tt0108382	1	The Traveling Poet	\N	\N	original	\N	1
tt0108382	2	The Traveling Poet	US	\N	imdbDisplay	\N	0
tt0118989	1	The Ditchdigger's Daughters	\N	\N	original	\N	1
tt0118989	2	Oi exi kores tou Thornton	GR	\N	\N	transliterated title	0
tt0118989	3	Schwarze Wut	DE	\N	\N	\N	0
tt0118989	4	The Ditchdigger's Daughters	US	\N	imdbDisplay	\N	0
tt0118989	5	Una vita di ricordi	IT	\N	\N	\N	0
tt0122147	1	Zhi Mo Nu	\N	\N	original	\N	1
tt0122147	2	Elephant Wife	HK	en	alternative	\N	0
tt0122147	3	Zhi Mo Nu	HK	\N	\N	\N	0
tt0123134	1	Kismaszat és a Gézengúzok	\N	\N	original	\N	1
tt0123134	2	Kismaszat és a Gézengúzok	HU	\N	imdbDisplay	\N	0
tt0128154	1	Daybreak	\N	\N	original	\N	1
tt0128154	2	Daybreak	CA	\N	\N	\N	0
tt0130658	1	En los montes de Toledo	\N	\N	original	\N	1
tt0130658	2	En los montes de Toledo	ES	\N	imdbDisplay	\N	0
tt0150825	1	Happy Circus Days	\N	\N	original	\N	1
tt0150825	2	Happy Circus Days	US	\N	imdbDisplay	\N	0
tt0153418	1	Uncle Jamie's Double Trouble	\N	\N	original	\N	1
tt0153418	2	Uncle Jamie's Double Trouble	US	\N	imdbDisplay	\N	0
tt0154545	1	Gran Premio de España de Fórmula 1	\N	\N	original	\N	1
tt0154545	2	Gran Premio de España de Fórmula 1	ES	\N	imdbDisplay	\N	0
tt0155189	1	Sold Out	\N	\N	original	\N	1
tt0155189	2	Sold Out	US	\N	imdbDisplay	\N	0
tt0155189	3	Who's Guilty? #5: Sold Out	US	\N	\N	series title	0
tt0157291	1	Adria Urlaubsfilme 1954-68 (Die Schule des Sehens I)	\N	\N	original	\N	1
tt0157291	2	Adria Holiday Films 1954-68 (The School of Looking)	\N	\N	\N	\N	0
tt0157291	3	Adria Urlaubsfilme 1954-68 (Die Schule des Sehens I)	AT	\N	imdbDisplay	\N	0
tt0158601	1	Elefanter på loftet	\N	\N	original	\N	1
tt0158601	2	Elefanter på loftet	DK	\N	imdbDisplay	\N	0
tt0158601	3	The Greeneyed Elephant	US	\N	\N	\N	0
tt0159535	1	Liian paksu perhoseksi	\N	\N	original	\N	1
tt0159535	2	För tjock för att vara en fjäril	SE	\N	\N	\N	0
tt0159535	3	För tjock för att vara fjäril	FI	sv	\N	\N	0
tt0159535	4	Hardly a Butterfly	XWW	en	\N	\N	0
tt0159535	5	Nicht gerade ein Schmetterling	DE	\N	\N	\N	0
tt0160440	1	Kurutta kajitsu	\N	\N	original	\N	1
tt0160440	10	Affair at Kamakura	XWW	en	alternative	\N	0
tt0160440	11	Agria niata	GR	\N	festival	\N	0
tt0160440	12	Die gelbe Venus von Kamakura	XWG	\N	imdbDisplay	\N	0
tt0160440	13	Fruta loca	ES	\N	\N	\N	0
tt0160440	14	Kurutta Kajitsu	ID	en	imdbDisplay	\N	0
tt0160440	15	La stagione del sole	IT	\N	imdbDisplay	\N	0
tt0160440	16	Nyhta gemati erota	GR	\N	\N	transliterated title	0
tt0160440	17	Paixão Juvenil	BR	\N	imdbDisplay	\N	0
tt0160440	18	Passions juvéniles	FR	\N	imdbDisplay	\N	0
tt0160440	19	Passions Juvéniles	CA	fr	imdbDisplay	\N	0
tt0160440	2	Crazed Fruit	CA	en	imdbDisplay	\N	0
tt0160440	20	Zepsuty owoc	PL	\N	imdbDisplay	\N	0
tt0160440	21	Безумный плод	SUHH	ru	imdbDisplay	\N	0
tt0160440	22	情慾寶鑑	HK	yue	imdbDisplay	\N	0
tt0160440	23	狂った果実	JP	ja	imdbDisplay	\N	0
tt0160440	24	瘋狂的果實	HK	cmn	festival	\N	0
tt0160440	3	Crazed Fruit	GB	\N	imdbDisplay	\N	0
tt0160440	4	Crazed Fruit	US	\N	imdbDisplay	\N	0
tt0160440	5	Crazed Fruit	XWW	en	imdbDisplay	\N	0
tt0160440	6	Juvenile Jungle	AU	\N	alternative	\N	0
tt0160440	7	Juvenile Jungle	XWW	en	alternative	\N	0
tt0160440	8	Pasiones juveniles	AR	\N	\N	original subtitled version	0
tt0160440	9	Pasiones juveniles	MX	\N	imdbDisplay	\N	0
tt0162689	1	Sein letzter Wille	\N	\N	original	\N	1
tt0162689	2	Sein letzter Wille	XWG	\N	\N	\N	0
tt0167882	1	Il delitto Matteotti	\N	\N	original	\N	1
tt0167882	2	Il delitto Matteotti	DE	\N	imdbDisplay	\N	0
tt0167882	3	Il delitto Matteotti	IT	\N	imdbDisplay	\N	0
tt0167882	4	The Assassination of Matteotti	XWW	en	\N	\N	0
tt0168056	1	The Man Who Drove with Mandela	\N	\N	original	\N	1
tt0168056	2	The Man Who Drove with Mandela	GB	\N	imdbDisplay	\N	0
tt0168056	3	曼德拉的同志司機	TW	\N	imdbDisplay	\N	0
tt0171350	1	Gostivar, vcera i denes	\N	\N	original	\N	1
tt0171350	2	Gostivar, vcera i denes	XYU	\N	\N	\N	0
tt0172644	1	Kapiel	\N	\N	original	\N	1
tt0172644	2	Kapiel	PL	\N	imdbDisplay	\N	0
tt0173156	1	Saajan Ka Ghar	\N	\N	original	\N	1
tt0173156	2	Saajan Ka Ghar	IN	en	imdbDisplay	\N	0
tt0175542	1	Csapj az asztalra!	\N	\N	original	\N	1
